accuracy,f1-score,model,precision,prevalence,recall,specificity,test_time,train_mask,train_ratio,train_time,use_meta
0.9546296296296296,0.9638465322183964,naive_bayes_2,0.9382331817093608,0.6103395061728395,0.990897597977244,0.8978217821782178,174.82791352272034,"(0, 6480)",0.05,4.63258957862854,False
0.9760802469135802,0.9808001981915025,naive_bayes_0,0.9775308641975309,0.6208333333333333,0.9840914740243599,0.9629629629629629,218.8322675228119,"(19440, 25920)",0.5,45.37043738365173,False
0.979783950617284,0.9836311383231288,naive_bayes_2,0.9723320158102767,0.6103395061728395,0.9951959544879899,0.9556435643564356,225.33739185333252,"(0, 6480)",1.0,95.53931164741516,False
0.9683641975308642,0.9744420895150232,naive_bayes_4,0.9811699723826262,0.6231481481481481,0.9678058444774641,0.9692874692874693,221.16071796417236,"(6480, 12960)",0.5,46.85391020774841,False
0.9372010492207993,0.9472866209040279,naive_bayes_4,0.9854486661277284,0.6187316772103071,0.9119700748129675,0.9781464993929583,182.49513578414917,"(25920, 32401)",0.05,4.555339574813843,False
0.9478395061728395,0.956655552705822,naive_bayes_0,0.9920212765957447,0.6231481481481481,0.9237246161466073,0.9877149877149877,230.03436732292175,"(6480, 12960)",0.5,47.602566719055176,True
0.9365740740740741,0.9454690195037815,naive_bayes_0,0.9946957007258515,0.6103395061728395,0.9008849557522124,0.9924752475247525,228.89470744132996,"(0, 6480)",0.5,46.85047912597656,True
0.38209876543209875,,naive_bayes_3,,0.6179012345679012,0.0,1.0,220.8413438796997,"(12960, 19440)",0.5,46.69837236404419,True
0.9805555555555555,0.9843982169390788,naive_bayes_2,0.9807549962990377,0.6208333333333333,0.9880686055182699,0.9682539682539683,233.90529012680054,"(19440, 25920)",1.0,95.80025148391724,False
0.37916666666666665,,naive_bayes_3,,0.6208333333333333,0.0,1.0,231.65652060508728,"(19440, 25920)",1.0,94.68702220916748,True
0.9763925320166641,0.9809250716868221,naive_bayes_0,0.9808027923211169,0.6187316772103071,0.9810473815461347,0.9688385269121813,211.11775946617126,"(25920, 32401)",0.5,46.359047651290894,False
0.9452245023916063,0.9549778059606849,naive_bayes_1,0.9716129032258064,0.6187316772103071,0.9389027431421446,0.9554836098745447,241.76078534126282,"(25920, 32401)",1.0,96.51756882667542,True
0.9316358024691358,0.9436171566755759,naive_bayes_1,0.9668753260302556,0.6208333333333333,0.9214516529952772,0.9483109483109483,182.2095513343811,"(19440, 25920)",0.05,4.3715057373046875,False
0.9462962962962963,0.9576126674786845,naive_bayes_1,0.9238542890716803,0.6103395061728395,0.9939317319848293,0.8716831683168317,176.59506821632385,"(0, 6480)",0.05,4.757935523986816,False
0.6231481481481481,0.7678265830005705,naive_bayes_3,0.6231481481481481,0.6231481481481481,1.0,0.0,198.80026769638062,"(6480, 12960)",0.5,47.60583233833313,False
0.9493827160493827,0.9577101598762248,naive_bayes_0,0.9898720682302772,0.6179012345679012,0.9275724275724275,0.9846526655896607,246.650452375412,"(12960, 19440)",1.0,95.63312649726868,True
0.9729938271604939,0.9784615384615385,naive_bayes_2,0.9725960362123807,0.6231481481481481,0.9843982169390788,0.9541359541359541,215.146226644516,"(6480, 12960)",0.5,48.05621528625488,False
0.37916666666666665,,naive_bayes_3,,0.6208333333333333,0.0,1.0,187.18669843673706,"(19440, 25920)",0.05,4.611813306808472,True
0.9361209689862675,0.946621970087674,naive_bayes_2,0.9799786438868126,0.6187316772103071,0.9154613466334165,0.9696479158235533,177.52413749694824,"(25920, 32401)",0.05,4.687250852584839,False
0.938744020984416,0.9480434498102343,naive_bayes_2,0.997521343982374,0.6187316772103071,0.9032418952618454,0.9963577498988264,234.07734727859497,"(25920, 32401)",0.5,47.25021195411682,True
0.9757753433112174,0.9803970533150206,naive_bayes_2,0.9817454363590897,0.6187316772103071,0.9790523690773068,0.9704573047349251,212.68628239631653,"(25920, 32401)",0.5,47.20961904525757,False
0.9740740740740741,0.9793763810459121,naive_bayes_0,0.9710321324245375,0.6231481481481481,0.9878652798415057,0.9512694512694513,212.25175309181213,"(6480, 12960)",0.5,46.60539674758911,False
